Variedad;Productor;Fecha_cosecha;Sigla;Evaluacion;Color;Tratamiento;Repetici—n;N_Bayas;Peso;Calibre_Ecuatorial;Calibre_polar;Color pag y dato;L*;a*;b*;c;h;TSS;PH;Gasto;Acidez_titulable;Firmeza
SC;Palo Alto;1-Abr; A T40 R1;E40;A;0h;R1;4;7.95;22.69;24.45;;;;;;;;;;;272.5
SC;Palo Alto;1-Abr; A T40 R1;E40;A;0h;R1;5;9.63;24.07;26.71;;;;;;;;;;;273
SC;Palo Alto;1-Abr; A T40 R1;E40;A;0h;R1;6;9.64;24.79;25.97;;;;;;;;;;;314.2
SC;Palo Alto;1-Abr; A T40 R1;E40;A;0h;R1;7;10.23;24.78;26.42;;;;;;;;;;;284.4
SC;Palo Alto;1-Abr; A T40 R1;E40;A;0h;R1;8;7.77;22.04;24.65;;;;;;;;;;;364.1
SC;Palo Alto;1-Abr; A T40 R1;E40;A;0h;R1;9;11.67;26.45;21.27;;;;;;;;;;;276
SC;Palo Alto;1-Abr; A T40 R1;E40;A;0h;R1;10;8.31;23.02;24.65;;;;;;;;;;;257.9
SC;Palo Alto;1-Abr; A T40 R2;E40;A;0h;R2;1;8.91;24.01;25.26;;;;;;;;3.44;4.35;0.6525;396.7
SC;Palo Alto;1-Abr; A T40 R2;E40;A;0h;R2;2;7.86;22.6;24.72;;;;;;;;;;;306.4
SC;Palo Alto;1-Abr; A T40 R2;E40;A;0h;R2;3;7.42;22.01;23.26;;;;;;;;;;;311.4
SC;Palo Alto;1-Abr; A T40 R2;E40;A;0h;R2;4;8.79;23.45;24.5;;;;;;;;;;;262.4
SC;Palo Alto;1-Abr; A T40 R2;E40;A;0h;R2;5;8.35;23.29;24.15;;;;;;;;;;;325.8
SC;Palo Alto;1-Abr; A T40 R2;E40;A;0h;R2;6;7;20.99;22.92;;;;;;;;;;;353.8
SC;Palo Alto;1-Abr; A T40 R2;E40;A;0h;R2;7;5.95;20.04;22.21;;;;;;;;;;;367.1
SC;Palo Alto;1-Abr; A T40 R2;E40;A;0h;R2;8;7;21.28;24.06;;;;;;;;;;;402.1
SC;Palo Alto;1-Abr; A T40 R2;E40;A;0h;R2;9;7.22;21.99;23.41;;;;;;;;;;;300.7
SC;Palo Alto;1-Abr; A T40 R2;E40;A;0h;R2;10;9.18;23.95;25.48;;;;;;;;;;;341.3
SC;Palo Alto;1-Abr; A T40 R3;E40;A;0h;R3;1;7.76;22.45;23.21;;;;;;;;3.47;4.8;0.72;299.2
SC;Palo Alto;1-Abr; A T40 R3;E40;A;0h;R3;2;7.36;22.16;23.03;;;;;;;;;;;258.3
SC;Palo Alto;1-Abr; A T40 R3;E40;A;0h;R3;3;8.08;22.83;24.11;;;;;;;;;;;223.3
SC;Palo Alto;1-Abr; A T40 R3;E40;A;0h;R3;4;8.29;23.27;24.29;;;;;;;;;;;195.1
SC;Palo Alto;1-Abr; A T40 R3;E40;A;0h;R3;5;11.87;26.17;26.86;;;;;;;;;;;229.2
SC;Palo Alto;1-Abr; A T40 R3;E40;A;0h;R3;6;9.04;23.07;25.37;;;;;;;;;;;220.3
SC;Palo Alto;1-Abr; A T40 R3;E40;A;0h;R3;7;7.19;22.23;22.11;;;;;;;;;;;225.6
SC;Palo Alto;1-Abr; A T40 R3;E40;A;0h;R3;8;11.94;25.88;27.27;;;;;;;;;;;355.4
SC;Palo Alto;1-Abr; A T40 R3;E40;A;0h;R3;9;8.77;24.25;23.81;;;;;;;;;;;214.6
SC;Palo Alto;1-Abr; A T40 R3;E40;A;0h;R3;10;11.52;25.38;27.93;;;;;;;;;;;271.7
SC;Palo Alto;1-Abr; A T40 R4;E40;A;0h;R4;1;10.72;25.61;26.19;;;;;;;;3.44;4.65;0.6975;304.5
SC;Palo Alto;1-Abr; A T40 R4;E40;A;0h;R4;2;9.54;24.35;25.29;;;;;;;;;;;252.9
SC;Palo Alto;1-Abr; A T40 R4;E40;A;0h;R4;3;8.91;23.52;24.2;;;;;;;;;;;271.6
SC;Palo Alto;1-Abr; A T40 R4;E40;A;0h;R4;4;8.95;23.87;24.02;;;;;;;;;;;284.7
SC;Palo Alto;1-Abr; A T40 R4;E40;A;0h;R4;5;7.74;23.16;23.2;;;;;;;;;;;284.7
SC;Palo Alto;1-Abr; A T40 R4;E40;A;0h;R4;6;8.35;22.89;24.92;;;;;;;;;;;252
SC;Palo Alto;1-Abr; A T40 R4;E40;A;0h;R4;7;9.83;25.04;24.91;;;;;;;;;;;219.1
SC;Palo Alto;1-Abr; A T40 R4;E40;A;0h;R4;8;10.79;26.06;24.74;;;;;;;;;;;243.9
SC;Palo Alto;1-Abr; A T40 R4;E40;A;0h;R4;9;9.31;24.59;25.24;;;;;;;;;;;219.7
SC;Palo Alto;1-Abr; A T40 R4;E40;A;0h;R4;10;9.22;24.51;24.93;;;;;;;;;;;223.4
SC;Palo Alto;4-Abr; V T43 R1;E43;A;0h;R1;1;6.92;21.67;22.56;;p01 d41;;;;;18.2;3.36;4.3;0.645;215.5
SC;Palo Alto;4-Abr; V T43 R1;E43;A;0h;R1;2;6.96;21.79;24.68;;;;;;;;;;;255.5
SC;Palo Alto;4-Abr; V T43 R1;E43;A;0h;R1;3;7.6;22.78;24.06;;;;;;;;;;;288.2
SC;Palo Alto;4-Abr; V T43 R1;E43;A;0h;R1;4;8.19;23.03;24.09;;;;;;;;;;;264.8
SC;Palo Alto;4-Abr; V T43 R1;E43;A;0h;R1;5;7.2;23.08;23.56;;;;;;;;;;;318.1
SC;Palo Alto;4-Abr; V T43 R1;E43;A;0h;R1;6;6.8;21.06;22.2;;;;;;;;;;;242.0
SC;Palo Alto;4-Abr; V T43 R1;E43;A;0h;R1;7;6.9;22.31;22.83;;;;;;;;;;;268.2
SC;Palo Alto;4-Abr; V T43 R1;E43;A;0h;R1;8;8.23;23.95;23.57;;;;;;;;;;;249.6
SC;Palo Alto;4-Abr; V T43 R1;E43;A;0h;R1;9;10.57;25.05;25.44;;;;;;;;;;;293.4
SC;Palo Alto;4-Abr; V T43 R1;E43;A;0h;R1;10;7.34;22.67;24.24;;;;;;;;;;;271.5
SC;Palo Alto;4-Abr; V T43 R2;E43;A;0h;R2;1;8.56;24;24.51;;;;;;;15.9;3.25;5.05;0.7575;303.9
SC;Palo Alto;4-Abr; V T43 R2;E43;A;0h;R2;2;10;24.57;26.14;;;;;;;;;;;373.3
SC;Palo Alto;4-Abr; V T43 R2;E43;A;0h;R2;3;6.9;22.12;23.48;;;;;;;;;;;362.0
SC;Palo Alto;4-Abr; V T43 R2;E43;A;0h;R2;4;7.84;22.76;25.16;;;;;;;;;;;262.3
SC;Palo Alto;4-Abr; V T43 R2;E43;A;0h;R2;5;7.98;22.86;24.98;;;;;;;;;;;389.4
SC;Palo Alto;4-Abr; V T43 R2;E43;A;0h;R2;6;6.99;22.59;22.82;;;;;;;;;;;330.9
SC;Palo Alto;4-Abr; V T43 R2;E43;A;0h;R2;7;7.35;22.62;23.31;;;;;;;;;;;373.1
SC;Palo Alto;4-Abr; V T43 R2;E43;A;0h;R2;8;8.87;23.89;25.45;;;;;;;;;;;274.6
SC;Palo Alto;4-Abr; V T43 R2;E43;A;0h;R2;9;9.81;24.95;26.27;;;;;;;;;;;328.2
SC;Palo Alto;4-Abr; V T43 R2;E43;A;0h;R2;10;7.59;22.42;24.62;;;;;;;;;;;347.9
SC;Palo Alto;4-Abr; V T43 R3;E43;A;0h;R3;1;8.43;22.51;26.32;;;;;;;17.2;3.28;4.5;0.675;313.6
SC;Palo Alto;4-Abr; V T43 R3;E43;A;0h;R3;2;8.24;22.8;25.53;;;;;;;;;;;289.7
SC;Palo Alto;4-Abr; V T43 R3;E43;A;0h;R3;3;9.28;24.53;25.46;;;;;;;;;;;295.8
SC;Palo Alto;4-Abr; V T43 R3;E43;A;0h;R3;4;10.1;25.29;25.26;;;;;;;;;;;232.4
SC;Palo Alto;4-Abr; V T43 R3;E43;A;0h;R3;5;8.1;22.51;25.41;;;;;;;;;;;237.2
SC;Palo Alto;4-Abr; V T43 R3;E43;A;0h;R3;6;6.46;21.21;23.3;;;;;;;;;;;291.7
SC;Palo Alto;4-Abr; V T43 R3;E43;A;0h;R3;7;8.47;22.81;26.88;;;;;;;;;;;327.6
SC;Palo Alto;4-Abr; V T43 R3;E43;A;0h;R3;8;6.52;21.04;23.16;;;;;;;;;;;347.8
SC;Palo Alto;4-Abr; V T43 R3;E43;A;0h;R3;9;8.14;22.31;24.74;;;;;;;;;;;320.0
SC;Palo Alto;4-Abr; V T43 R3;E43;A;0h;R3;10;7.27;21.81;24.28;;;;;;;;;;;307.7
SC;Palo Alto;4-Abr; V T43 R4;E43;A;0h;R4;1;8.56;23.12;25.13;;;;;;;18.6;3.26;3.75;0.5625;293.2
SC;Palo Alto;4-Abr; V T43 R4;E43;A;0h;R4;2;9.95;24.32;25.49;;;;;;;;;;;327.3
SC;Palo Alto;4-Abr; V T43 R4;E43;A;0h;R4;3;9.15;23.54;25.7;;;;;;;;;;;323.1
SC;Palo Alto;4-Abr; V T43 R4;E43;A;0h;R4;4;12.66;27.67;27.01;;;;;;;;;;;289.4
SC;Palo Alto;4-Abr; V T43 R4;E43;A;0h;R4;5;10.93;25.58;26.84;;;;;;;;;;;291.8
SC;Palo Alto;4-Abr; V T43 R4;E43;A;0h;R4;6;10.66;25.05;26.15;;;;;;;;;;;322.8
SC;Palo Alto;4-Abr; V T43 R4;E43;A;0h;R4;7;6.9;22.43;23.36;;;;;;;;;;;280.9
SC;Palo Alto;4-Abr; V T43 R4;E43;A;0h;R4;8;9.71;23.72;26.79;;;;;;;;;;;287.2
SC;Palo Alto;4-Abr; V T43 R4;E43;A;0h;R4;9;10.55;25.22;26.61;;;;;;;;;;;218.5
SC;Palo Alto;4-Abr; V T43 R4;E43;A;0h;R4;10;8.68;23.22;26.03;;;;;;;;;;;363.7
SC;Palo Alto;4-Abr; A T43 R1;E43;V;0h;R1;1;7.16;23;23.29;;p01 d01;;;;;16.2;3.25;5.05;0.7575;393.5
SC;Palo Alto;4-Abr; A T43 R1;E43;V;0h;R1;2;7.47;22.57;22.54;;;;;;;;;;;356.4
SC;Palo Alto;4-Abr; A T43 R1;E43;V;0h;R1;3;9.89;24.83;24.96;;;;;;;;;;;319.4
SC;Palo Alto;4-Abr; A T43 R1;E43;V;0h;R1;4;8.63;24.03;24.29;;;;;;;;;;;244.6
SC;Palo Alto;4-Abr; A T43 R1;E43;V;0h;R1;5;9.22;24.92;24.68;;;;;;;;;;;299.8
SC;Palo Alto;4-Abr; A T43 R1;E43;V;0h;R1;6;6.61;21.63;22.63;;;;;;;;;;;335.5
SC;Palo Alto;4-Abr; A T43 R1;E43;V;0h;R1;7;10;25.11;24.04;;;;;;;;;;;339.5
SC;Palo Alto;4-Abr; A T43 R1;E43;V;0h;R1;8;6.84;21.3;22.41;;;;;;;;;;;332.7
SC;Palo Alto;4-Abr; A T43 R1;E43;V;0h;R1;9;10.97;25.57;27.48;;;;;;;;;;;275.1
SC;Palo Alto;4-Abr; A T43 R1;E43;V;0h;R1;10;8.84;24.45;25.59;;;;;;;;;;;226.8
SC;Palo Alto;4-Abr; A T43 R2;E43;V;0h;R2;1;14.12;28.67;26.61;;;;;;;15.8;3.38;4.85;0.7275;253.5
SC;Palo Alto;4-Abr; A T43 R2;E43;V;0h;R2;2;14.68;29.5;26.63;;;;;;;;;;;312.9
SC;Palo Alto;4-Abr; A T43 R2;E43;V;0h;R2;3;10.52;25.61;25.65;;;;;;;;;;;289.9
SC;Palo Alto;4-Abr; A T43 R2;E43;V;0h;R2;4;7.77;22.81;24.67;;;;;;;;;;;360.4
SC;Palo Alto;4-Abr; A T43 R2;E43;V;0h;R2;5;12.76;27.16;28.13;;;;;;;;;;;327.7
SC;Palo Alto;4-Abr; A T43 R2;E43;V;0h;R2;6;11.32;26.17;25.95;;;;;;;;;;;282.2
SC;Palo Alto;4-Abr; A T43 R2;E43;V;0h;R2;7;10.35;25.43;26.05;;;;;;;;;;;282.0
SC;Palo Alto;4-Abr; A T43 R2;E43;V;0h;R2;8;10.64;25.97;26.64;;;;;;;;;;;358.5
SC;Palo Alto;4-Abr; A T43 R2;E43;V;0h;R2;9;10.11;25.04;25.98;;;;;;;;;;;358.3
SC;Palo Alto;4-Abr; A T43 R2;E43;V;0h;R2;10;11.95;26.93;27.35;;;;;;;;;;;328.9
SC;Palo Alto;4-Abr; A T43 R3;E43;V;0h;R3;1;5.97;21.2;21.09;;;;;;;17.9;3.4;4.4;0.66;443.2
SC;Palo Alto;4-Abr; A T43 R3;E43;V;0h;R3;2;6.38;21.36;22.81;;;;;;;;;;;358.4
SC;Palo Alto;4-Abr; A T43 R3;E43;V;0h;R3;3;8.08;23.74;23.2;;;;;;;;;;;277.5
SC;Palo Alto;4-Abr; A T43 R3;E43;V;0h;R3;4;6.63;21.82;21.85;;;;;;;;;;;321.7
SC;Palo Alto;4-Abr; A T43 R3;E43;V;0h;R3;5;9.07;24.92;24.45;;;;;;;;;;;389.1
SC;Palo Alto;4-Abr; A T43 R3;E43;V;0h;R3;6;6.51;22.37;22.87;;;;;;;;;;;306.4
SC;Palo Alto;4-Abr; A T43 R3;E43;V;0h;R3;7;5.53;20.44;21.06;;;;;;;;;;;414.5
SC;Palo Alto;4-Abr; A T43 R3;E43;V;0h;R3;8;7.59;22.58;23.22;;;;;;;;;;;266.7
SC;Palo Alto;4-Abr; A T43 R3;E43;V;0h;R3;9;7.55;23.15;23.23;;;;;;;;;;;363.0
SC;Palo Alto;4-Abr; A T43 R3;E43;V;0h;R3;10;7.49;23.09;22.18;;;;;;;;;;;339.2
SC;Palo Alto;4-Abr; A T43 R4;E43;V;0h;R4;1;7.23;22.22;23.15;;;;;;;18.3;3.35;5;0.75;190.8
SC;Palo Alto;4-Abr; A T43 R4;E43;V;0h;R4;2;5.91;20.78;21.83;;;;;;;;;;;263.5
SC;Palo Alto;4-Abr; A T43 R4;E43;V;0h;R4;3;6.91;21.53;23.3;;;;;;;;;;;372.1
SC;Palo Alto;4-Abr; A T43 R4;E43;V;0h;R4;4;8.66;23.54;24.66;;;;;;;;;;;275.1
SC;Palo Alto;4-Abr; A T43 R4;E43;V;0h;R4;5;6.37;21.78;22.38;;;;;;;;;;;281.5
SC;Palo Alto;4-Abr; A T43 R4;E43;V;0h;R4;6;7.88;22.92;23.48;;;;;;;;;;;319.4
SC;Palo Alto;4-Abr; A T43 R4;E43;V;0h;R4;7;6.67;21.42;22.69;;;;;;;;;;;255.8
SC;Palo Alto;4-Abr; A T43 R4;E43;V;0h;R4;8;7.03;22.17;23.53;;;;;;;;;;;330.6
SC;Palo Alto;4-Abr; A T43 R4;E43;V;0h;R4;9;6.93;22.27;22.2;;;;;;;;;;;315.3
SC;Palo Alto;4-Abr; A T43 R4;E43;V;0h;R4;10;8.24;23.13;23.18;;;;;;;;;;;284.9
SC;Walpon;7-Abr; A T40 R1;E40;A;3h;R1;1;8.51;22.91;25.66;;p 02;;;;;16.5;3.3;4.25;0.6375;302.5
SC;Walpon;7-Abr; A T40 R1;E40;A;3h;R1;2;8.69;22.94;26.61;;;;;;;;;;;329.2
SC;Walpon;7-Abr; A T40 R1;E40;A;3h;R1;3;8.1;22.45;25.93;;;;;;;;;;;273.5
SC;Walpon;7-Abr; A T40 R1;E40;A;3h;R1;4;6.83;20.73;24.39;;;;;;;;;;;255.2
SC;Walpon;7-Abr; A T40 R1;E40;A;3h;R1;5;9.02;23.04;27.28;;;;;;;;;;;342.9
SC;Walpon;7-Abr; A T40 R1;E40;A;3h;R1;6;8.64;22.57;26.34;;;;;;;;;;;253.3
SC;Walpon;7-Abr; A T40 R1;E40;A;3h;R1;7;6.68;20.95;25.37;;;;;;;;;;;315.9
SC;Walpon;7-Abr; A T40 R1;E40;A;3h;R1;8;8.44;22.82;26.42;;;;;;;;;;;314.8
SC;Walpon;7-Abr; A T40 R1;E40;A;3h;R1;9;8.68;22.72;27.09;;;;;;;;;;;282.1
SC;Walpon;7-Abr; A T40 R1;E40;A;3h;R1;10;9.83;24.02;28.04;;;;;;;;;;;321
SC;Walpon;7-Abr; A T40 R2;E40;A;3h;R2;1;9.12;23.31;27.19;;;;;;;17.4;3.37;3.8;0.57;229.4
SC;Walpon;7-Abr; A T40 R2;E40;A;3h;R2;2;9.05;23.27;25.75;;;;;;;;;;;217.1
SC;Walpon;7-Abr; A T40 R2;E40;A;3h;R2;3;9.21;23.53;27.44;;;;;;;;;;;227
SC;Walpon;7-Abr; A T40 R2;E40;A;3h;R2;4;7.41;22.04;25.48;;;;;;;;;;;183.8
SC;Walpon;7-Abr; A T40 R2;E40;A;3h;R2;5;8.23;22.65;25.56;;;;;;;;;;;260.2
SC;Walpon;7-Abr; A T40 R2;E40;A;3h;R2;6;8.38;23.08;26.26;;;;;;;;;;;231.7
SC;Walpon;7-Abr; A T40 R2;E40;A;3h;R2;7;9.89;23.9;27.28;;;;;;;;;;;259.8
SC;Walpon;7-Abr; A T40 R2;E40;A;3h;R2;8;9.34;23.2;27.15;;;;;;;;;;;249.3
SC;Walpon;7-Abr; A T40 R2;E40;A;3h;R2;9;9.8;24.54;27.37;;;;;;;;;;;262.7
SC;Walpon;7-Abr; A T40 R2;E40;A;3h;R2;10;9.42;23.22;26.76;;;;;;;;;;;237.1
SC;Walpon;7-Abr; A T40 R3;E40;A;3h;R3;1;6.94;21.99;23.57;;;;;;;16.5;3.45;4.05;0.6075;292.3
SC;Walpon;7-Abr; A T40 R3;E40;A;3h;R3;2;6.73;21.77;23.07;;;;;;;;;;;302.9
SC;Walpon;7-Abr; A T40 R3;E40;A;3h;R3;3;6;20.99;21.54;;;;;;;;;;;196.7
SC;Walpon;7-Abr; A T40 R3;E40;A;3h;R3;4;7.9;23;24.09;;;;;;;;;;;290.6
SC;Walpon;7-Abr; A T40 R3;E40;A;3h;R3;5;8.07;23.13;24.01;;;;;;;;;;;303.3
SC;Walpon;7-Abr; A T40 R3;E40;A;3h;R3;6;7.52;22.78;23.88;;;;;;;;;;;305.8
SC;Walpon;7-Abr; A T40 R3;E40;A;3h;R3;7;7.51;22.13;24.11;;;;;;;;;;;299.1
SC;Walpon;7-Abr; A T40 R3;E40;A;3h;R3;8;7.19;22.23;24.12;;;;;;;;;;;287.1
SC;Walpon;7-Abr; A T40 R3;E40;A;3h;R3;9;7.38;22.08;23.7;;;;;;;;;;;281.8
SC;Walpon;7-Abr; A T40 R3;E40;A;3h;R3;10;6.58;22.03;22;;;;;;;;;;;184.7
SC;Walpon;7-Abr; A T40 R4;E40;A;3h;R4;1;8.1;23.19;24.56;;;;;;;17.3;3.34;4.1;0.615;281
SC;Walpon;7-Abr; A T40 R4;E40;A;3h;R4;2;7.1;22.25;25.16;;;;;;;;;;;298.3
SC;Walpon;7-Abr; A T40 R4;E40;A;3h;R4;3;8.65;23.72;25.08;;;;;;;;;;;314.5
SC;Walpon;7-Abr; A T40 R4;E40;A;3h;R4;4;7.59;22.36;25.26;;;;;;;;;;;330
SC;Walpon;7-Abr; A T40 R4;E40;A;3h;R4;5;7.58;22.51;24.77;;;;;;;;;;;294.8
SC;Walpon;7-Abr; A T40 R4;E40;A;3h;R4;6;8.9;23.47;25.1;;;;;;;;;;;275.2
SC;Walpon;7-Abr; A T40 R4;E40;A;3h;R4;7;8.38;23.25;26.27;;;;;;;;;;;312.2
SC;Walpon;7-Abr; A T40 R4;E40;A;3h;R4;8;10.27;25.29;26.11;;;;;;;;;;;185.3
SC;Walpon;7-Abr; A T40 R4;E40;A;3h;R4;9;8.03;22.72;25.01;;;;;;;;;;;336.2
SC;Walpon;7-Abr; A T40 R4;E40;A;3h;R4;10;8.97;23.9;26.61;;;;;;;;;;;321.4
SC;Walpon;7-Abr; V T40 R1;E40;V;3h;R1;1;10;24.06;27.76;;;;;;;17.5;3.39;4.3;0.645;292.5
SC;Walpon;7-Abr; V T40 R1;E40;V;3h;R1;2;9.93;23.98;27.22;;;;;;;;;;;279.7
SC;Walpon;7-Abr; V T40 R1;E40;V;3h;R1;3;10;24.17;27.6;;;;;;;;;;;299.9
SC;Walpon;7-Abr; V T40 R1;E40;V;3h;R1;4;9.38;23.05;28.15;;;;;;;;;;;291.5
SC;Walpon;7-Abr; V T40 R1;E40;V;3h;R1;5;10.94;24.8;28.72;;;;;;;;;;;296.6
SC;Walpon;7-Abr; V T40 R1;E40;V;3h;R1;6;9.61;24.36;26.35;;;;;;;;;;;255
SC;Walpon;7-Abr; V T40 R1;E40;V;3h;R1;7;10;23.51;27.83;;;;;;;;;;;231.5
SC;Walpon;7-Abr; V T40 R1;E40;V;3h;R1;8;10.35;24.74;27.33;;;;;;;;;;;333.9
SC;Walpon;7-Abr; V T40 R1;E40;V;3h;R1;9;9.88;24.13;27.42;;;;;;;;;;;344.3
SC;Walpon;7-Abr; V T40 R1;E40;V;3h;R1;10;10.2;24.53;26.36;;;;;;;;;;;181.8
SC;Walpon;7-Abr; V T40 R2;E40;V;3h;R2;1;9.65;24.42;26.11;;;;;;;17.4;3.3;3.65;0.5475;275.8
SC;Walpon;7-Abr; V T40 R2;E40;V;3h;R2;2;11.64;26.19;28.33;;;;;;;;;;;275.4
SC;Walpon;7-Abr; V T40 R2;E40;V;3h;R2;3;11.82;24.81;27.92;;;;;;;;;;;291
SC;Walpon;7-Abr; V T40 R2;E40;V;3h;R2;4;10.19;23.81;27.92;;;;;;;;;;;309
SC;Walpon;7-Abr; V T40 R2;E40;V;3h;R2;5;10.93;24.69;28.16;;;;;;;;;;;213.8
SC;Walpon;7-Abr; V T40 R2;E40;V;3h;R2;6;10.3;24.15;27.87;;;;;;;;;;;273.8
SC;Walpon;7-Abr; V T40 R2;E40;V;3h;R2;7;8.51;23.11;26.36;;;;;;;;;;;297.3
SC;Walpon;7-Abr; V T40 R2;E40;V;3h;R2;8;11.73;25.84;29.16;;;;;;;;;;;314.9
SC;Walpon;7-Abr; V T40 R2;E40;V;3h;R2;9;10.49;24.94;27.96;;;;;;;;;;;267.1
SC;Walpon;7-Abr; V T40 R2;E40;V;3h;R2;10;11.07;24.36;29.52;;;;;;;;;;;335.7
SC;Walpon;7-Abr; V T40 R3;E40;V;3h;R3;1;13.4;26.44;29.82;;;;;;;16.7;3.23;4.35;0.6525;341.4
SC;Walpon;7-Abr; V T40 R3;E40;V;3h;R3;2;10.86;24.74;28.45;;;;;;;;;;;339.8
SC;Walpon;7-Abr; V T40 R3;E40;V;3h;R3;3;14.32;27.59;29.69;;;;;;;;;;;307.6
SC;Walpon;7-Abr; V T40 R3;E40;V;3h;R3;4;13.46;26.92;29.9;;;;;;;;;;;277.6
SC;Walpon;7-Abr; V T40 R3;E40;V;3h;R3;5;11.9;25.45;29.04;;;;;;;;;;;371.8
SC;Walpon;7-Abr; V T40 R3;E40;V;3h;R3;6;10;22.95;28.8;;;;;;;;;;;311.9
SC;Walpon;7-Abr; V T40 R3;E40;V;3h;R3;7;10.43;24.63;27.1;;;;;;;;;;;290.6
SC;Walpon;7-Abr; V T40 R3;E40;V;3h;R3;8;15.56;28.9;30.48;;;;;;;;;;;291.8
SC;Walpon;7-Abr; V T40 R3;E40;V;3h;R3;9;11.48;25.69;29.34;;;;;;;;;;;290.6
SC;Walpon;7-Abr; V T40 R3;E40;V;3h;R3;10;13.36;26.85;30.51;;;;;;;;;;;324.5
SC;Walpon;7-Abr; V T40 R4;E40;V;3h;R4;1;11.62;26.56;27.2;;;;;;;16.4;3.48;3.55;0.5325;363
SC;Walpon;7-Abr; V T40 R4;E40;V;3h;R4;2;8.65;23.94;24.88;;;;;;;;;;;265.8
SC;Walpon;7-Abr; V T40 R4;E40;V;3h;R4;3;11.35;26.36;26.62;;;;;;;;;;;268.7
SC;Walpon;7-Abr; V T40 R4;E40;V;3h;R4;4;10;25.11;25.5;;;;;;;;;;;173.5
SC;Walpon;7-Abr; V T40 R4;E40;V;3h;R4;5;10.65;24.14;28.12;;;;;;;;;;;283.8
SC;Walpon;7-Abr; V T40 R4;E40;V;3h;R4;6;10.72;25.71;26.59;;;;;;;;;;;322.6
SC;Walpon;7-Abr; V T40 R4;E40;V;3h;R4;7;12.23;26.99;26.88;;;;;;;;;;;192.8
SC;Walpon;7-Abr; V T40 R4;E40;V;3h;R4;8;11.24;25.88;26.86;;;;;;;;;;;297.8
SC;Walpon;7-Abr; V T40 R4;E40;V;3h;R4;9;9.27;24.17;25.02;;;;;;;;;;;223.3
SC;Walpon;7-Abr; V T40 R4;E40;V;3h;R4;10;7.29;21.37;24.24;;;;;;;;;;;183.6
SC;Walpon;10-Abr; V T43 R1;E43;A;0h;R1;1;6.84;20.88;23.23;;P01;;;;;22.1;3.54;3.5;0.53;359.5
SC;Walpon;10-Abr; V T43 R1;E43;A;0h;R1;2;6.36;20.68;22;;;;;;;;;;;283.5
SC;Walpon;10-Abr; V T43 R1;E43;A;0h;R1;3;5.36;19.03;20.76;;;;;;;;;;;299.6
SC;Walpon;10-Abr; V T43 R1;E43;A;0h;R1;4;7.59;21.15;23.53;;;;;;;;;;;249.6
SC;Walpon;10-Abr; V T43 R1;E43;A;0h;R1;5;7.34;21.41;23.53;;;;;;;;;;;389.1
SC;Walpon;10-Abr; V T43 R1;E43;A;0h;R1;6;6.98;20.89;24.27;;;;;;;;;;;375.1
SC;Walpon;10-Abr; V T43 R1;E43;A;0h;R1;7;6.56;20.1;23.37;;;;;;;;;;;305.2
SC;Walpon;10-Abr; V T43 R1;E43;A;0h;R1;8;9.11;22.47;26.24;;;;;;;;;;;418.7
SC;Walpon;10-Abr; V T43 R1;E43;A;0h;R1;9;8.09;21.94;23.79;;;;;;;;;;;251.1
SC;Walpon;10-Abr; V T43 R1;E43;A;0h;R1;10;6.29;20.31;21.12;;;;;;;;;;;301.8
SC;Walpon;10-Abr; V T43 R2;E43;A;0h;R2;1;6.51;21.25;22.16;;;;;;;17.2;3.33;4.05;0.61;321.3
SC;Walpon;10-Abr; V T43 R2;E43;A;0h;R2;2;8.34;23.03;23.53;;;;;;;;;;;316.9
SC;Walpon;10-Abr; V T43 R2;E43;A;0h;R2;3;8.35;22.4;24.56;;;;;;;;;;;278.3
SC;Walpon;10-Abr; V T43 R2;E43;A;0h;R2;4;7.07;20.94;21.67;;;;;;;;;;;247.2
SC;Walpon;10-Abr; V T43 R2;E43;A;0h;R2;5;6.98;20.94;22.46;;;;;;;;;;;342.8
SC;Walpon;10-Abr; V T43 R2;E43;A;0h;R2;6;9.44;23.9;23.83;;;;;;;;;;;223
SC;Walpon;10-Abr; V T43 R2;E43;A;0h;R2;7;6.63;20.94;21.77;;;;;;;;;;;314.6
SC;Walpon;10-Abr; V T43 R2;E43;A;0h;R2;8;8.47;22.85;23.57;;;;;;;;;;;266.8
SC;Walpon;10-Abr; V T43 R2;E43;A;0h;R2;9;6.88;20.99;22.28;;;;;;;;;;;289.6
SC;Walpon;10-Abr; V T43 R2;E43;A;0h;R2;10;7.97;20.03;23.71;;;;;;;;;;;250.9
SC;Walpon;10-Abr; V T43 R3;E43;A;0h;R3;1;8.19;22.82;24.47;;;;;;;18.4;3.32;3.6;0.54;236.6
SC;Walpon;10-Abr; V T43 R3;E43;A;0h;R3;2;8.97;23.6;25.4;;;;;;;;;;;222.2
SC;Walpon;10-Abr; V T43 R3;E43;A;0h;R3;3;8.8;23.49;25.08;;;;;;;;;;;284.5
SC;Walpon;10-Abr; V T43 R3;E43;A;0h;R3;4;8.28;23.5;23.98;;;;;;;;;;;228.7
SC;Walpon;10-Abr; V T43 R3;E43;A;0h;R3;5;7.84;22.86;23.86;;;;;;;;;;;259.1
SC;Walpon;10-Abr; V T43 R3;E43;A;0h;R3;6;7.33;21.28;23.96;;;;;;;;;;;216.4
