Variedad;Productor;Fecha_cosecha;Sigla;Evaluacion;Color;Tratamiento;Repetici—n;N_Bayas;Peso;Calibre_Ecuatorial;Calibre_polar;Color pag y dato;L*;a*;b*;c;h;TSS;PH;Gasto;Acidez_titulable;Firmeza
SC;Palo Alto;21-Feb;T3 3H V R1;E03;V;3h;R1;2;9.55;24.77;25.44;;29.18;4.04;0.15;4.042783694;2.126341822;;;;;238.319
SC;Palo Alto;21-Feb;T3 3H V R1;E03;V;3h;R1;3;8.67;23.65;23.76;;29.24;3.50;-0.01;3.500014286;359.8362982;;;;;239.414
SC;Palo Alto;21-Feb;T3 3H V R1;E03;V;3h;R1;4;7.86;23.16;23.81;;29.01;2.17;0.13;2.173890522;3.428368559;;;;;235.077
SC;Palo Alto;21-Feb;T3 3H V R1;E03;V;3h;R1;5;7.58;21.86;24.26;;29.03;3.01;0.39;3.035160622;7.382576353;;;;;238.303
SC;Palo Alto;21-Feb;T3 3H V R1;E03;V;3h;R1;6;8.41;23.61;25.40;;29.14;3.68;0.05;3.680339658;0.778427367;;;;;241.102
SC;Palo Alto;21-Feb;T3 3H V R1;E03;V;3h;R1;7;8.17;22.74;24.96;;29.19;4.71;0.67;4.757415265;8.09603828;;;;;246.73
SC;Palo Alto;21-Feb;T3 3H V R1;E03;V;3h;R1;8;6.88;21.46;23.46;;30.26;5.47;1.56;5.688101617;15.91772347;;;;;221.303
SC;Palo Alto;21-Feb;T3 3H V R1;E03;V;3h;R1;9;8.78;23.26;25.38;;29.68;3.51;0.65;3.569677857;10.49147701;;;;;242.051
SC;Palo Alto;21-Feb;T3 3H V R1;E03;V;3h;R1;10;8.51;23.06;25.36;;30.81;7.96;2.30;8.285626108;16.11637086;;;;;248.405
SC;Palo Alto;21-Feb;T3 3H V R2;E03;V;3h;R2;1;7.00;21.16;24.76;803.00;30.53;6.99;2.33;7.368106948;18.43494882;17.90;3.65;5.55;0.83;235.261
SC;Palo Alto;21-Feb;T3 3H V R2;E03;V;3h;R2;2;8.25;22.99;25.18;;35.13;9.17;5.55;10.7187406;31.18377124;;;;;232.301
SC;Palo Alto;21-Feb;T3 3H V R2;E03;V;3h;R2;3;7.60;22.37;22.86;;29.20;3.70;0.11;3.701634774;1.702886455;;;;;229.121
SC;Palo Alto;21-Feb;T3 3H V R2;E03;V;3h;R2;4;7.94;22.96;23.64;;31.44;8.13;2.35;8.462824588;16.12209065;;;;;224.213
SC;Palo Alto;21-Feb;T3 3H V R2;E03;V;3h;R2;5;9.69;24.64;26.79;;30.91;6.88;2.21;7.226236918;17.80810535;;;;;229.466
SC;Palo Alto;21-Feb;T3 3H V R2;E03;V;3h;R2;6;6.71;21.68;23.20;;30.98;8.17;2.27;8.479492909;15.52772793;;;;;240.023
SC;Palo Alto;21-Feb;T3 3H V R2;E03;V;3h;R2;7;8.94;23.12;26.65;;33.26;9.25;4.11;10.12198597;23.95674158;;;;;225.143
SC;Palo Alto;21-Feb;T3 3H V R2;E03;V;3h;R2;8;7.48;22.27;24.36;;31.14;7.22;2.36;7.595919957;18.10100551;;;;;234.852
SC;Palo Alto;21-Feb;T3 3H V R2;E03;V;3h;R2;9;7.80;22.69;22.98;;30.94;6.31;2.44;6.765330738;21.14087802;;;;;231.744
SC;Palo Alto;21-Feb;T3 3H V R2;E03;V;3h;R2;10;7.79;22.59;23.97;;32.89;10.00;3.06;10.45770529;17.01411071;;;;;244.915
SC;Palo Alto;21-Feb;T3 3H V R3;E03;V;3h;R3;1;6.87;20.60;22.66;813.00;31.07;6.96;1.23;7.067849744;10.02206777;18.80;3.54;6.05;0.91;229.145
SC;Palo Alto;21-Feb;T3 3H V R3;E03;V;3h;R3;2;12.08;26.62;27.86;;30.38;6.77;0.85;6.823151764;7.156262908;;;;;267.362
SC;Palo Alto;21-Feb;T3 3H V R3;E03;V;3h;R3;3;7.05;20.60;24.62;;29.25;3.01;-0.05;3.010415254;359.0483304;;;;;233.792
SC;Palo Alto;21-Feb;T3 3H V R3;E03;V;3h;R3;4;8.11;23.62;24.27;;29.83;3.07;0.05;3.070407139;0.933073523;;;;;239.709
SC;Palo Alto;21-Feb;T3 3H V R3;E03;V;3h;R3;5;8.24;23.37;25.32;;31.32;8.46;2.40;8.793838752;15.838;;;;;272.071
SC;Palo Alto;21-Feb;T3 3H V R3;E03;V;3h;R3;6;9.18;24.20;24.74;;29.29;3.04;-0.08;3.041052449;358.4925642;;;;;253.462
SC;Palo Alto;21-Feb;T3 3H V R3;E03;V;3h;R3;7;9.39;25.07;26.05;;29.24;4.08;0.56;4.118252056;7.815293547;;;;;237.922
SC;Palo Alto;21-Feb;T3 3H V R3;E03;V;3h;R3;8;9.23;23.96;25.75;;28.82;2.15;0.13;2.153926647;3.460183229;;;;;234.982
SC;Palo Alto;21-Feb;T3 3H V R3;E03;V;3h;R3;9;8.26;22.61;24.57;;29.76;1.94;-0.64;2.042841159;341.7424369;;;;;213.759
SC;Palo Alto;21-Feb;T3 3H V R3;E03;V;3h;R3;10;9.50;25.64;24.34;;28.58;2.72;-0.04;2.720294102;359.1574757;;;;;234.891
SC;Palo Alto;21-Feb;T3 3H V R4;E03;V;3h;R4;1;6.83;21.56;22.72;823;31.97;8.76;3.78;9.540754687;23.34052857;18.30;3.60;5.85;0.88;260.214
SC;Palo Alto;21-Feb;T3 3H V R4;E03;V;3h;R4;2;9.34;23.37;26.80;824;29.95;6.46;1.36;6.601605865;11.88865804;;;;;249.344
SC;Palo Alto;21-Feb;T3 3H V R4;E03;V;3h;R4;3;10.02;24.36;27.11;825;30.02;3.77;0.46;3.797959979;6.956609905;;;;;245.429
SC;Palo Alto;21-Feb;T3 3H V R4;E03;V;3h;R4;4;8.34;23.61;24.16;826;31.39;8.17;2.47;8.535209429;16.82140989;;;;;246.996
SC;Palo Alto;21-Feb;T3 3H V R4;E03;V;3h;R4;5;11.35;25.38;29.00;827;29.69;4.39;0.81;4.464101253;10.45408379;;;;;254.122
SC;Palo Alto;21-Feb;T3 3H V R4;E03;V;3h;R4;6;9.33;23.80;26.03;828;32.39;10.73;3.44;11.26794125;17.7756664;;;;;246.811
SC;Palo Alto;21-Feb;T3 3H V R4;E03;V;3h;R4;7;7.28;22.06;22.99;829;32.64;9.92;3.73;10.59808001;20.60666544;;;;;252.829
SC;Palo Alto;21-Feb;T3 3H V R4;E03;V;3h;R4;8;10.33;24.79;28.09;830;31.01;5.88;1.97;6.201233748;18.52260166;;;;;241.057
SC;Palo Alto;21-Feb;T3 3H V R4;E03;V;3h;R4;9;9.19;23.89;25.35;831;28.99;2.20;0.09;2.20184014;2.342612006;;;;;231.515
SC;Palo Alto;21-Feb;T3 3H V R4;E03;V;3h;R4;10;9.15;23.69;27.12;832;30.76;8.99;2.85;9.430938447;17.58959961;;;;;248.832
SC;Palo Alto;21-Feb;T3 3H A R1;E03;A;3h;R1;1;12.18;25.86;28.77;833;32.13;10.56;3.30;11.06361605;17.35402464;18.20;3.57;5.70;0.86;261.608
SC;Palo Alto;21-Feb;T3 3H A R1;E03;A;3h;R1;2;12.17;25.42;30.27;834;29.61;4.99;0.48;5.013033014;5.494512421;;;;;264.33
SC;Palo Alto;21-Feb;T3 3H A R1;E03;A;3h;R1;3;12.00;25.41;29.19;835;29.32;6.31;1.47;6.478965967;13.11392759;;;;;247.931
SC;Palo Alto;21-Feb;T3 3H A R1;E03;A;3h;R1;4;10.41;24.36;27.82;836;32.13;12.30;3.42;12.76661271;15.53852503;;;;;264.366
SC;Palo Alto;21-Feb;T3 3H A R1;E03;A;3h;R1;5;9.79;24.36;26.34;837;35.20;12.52;3.04;12.88378826;13.6479497;;;;;263.286
SC;Palo Alto;21-Feb;T3 3H A R1;E03;A;3h;R1;6;11.26;25.44;26.97;838;30.43;9.03;2.42;9.348652309;15.00247923;;;;;251.52
SC;Palo Alto;21-Feb;T3 3H A R1;E03;A;3h;R1;7;11.42;25.18;28.01;839;29.96;6.24;0.66;6.27480677;6.037682521;;;;;266.54
SC;Palo Alto;21-Feb;T3 3H A R1;E03;A;3h;R1;8;11.87;25.10;29.41;840;30.56;8.58;2.72;9.000822185;17.58946461;;;;;268.983
SC;Palo Alto;21-Feb;T3 3H A R1;E03;A;3h;R1;9;11.37;24.99;28.80;841;29.77;5.82;0.99;5.903600596;9.653786089;;;;;263.442
SC;Palo Alto;21-Feb;T3 3H A R1;E03;A;3h;R1;10;9.96;23.88;27.96;842;32.95;12.07;4.72;12.96006559;21.35809234;;;;;258.73
SC;Palo Alto;21-Feb;T3 3H A R2;E03;A;3h;R2;1;9.28;23.66;26.00;843;36.87;11.61;6.07;13.10103049;27.60170019;17.30;3.60;5.55;0.83;252.988
SC;Palo Alto;21-Feb;T3 3H A R2;E03;A;3h;R2;2;11.04;25.71;28.12;844;34.20;10.35;2.70;10.69637789;14.62087399;;;;;247.228
SC;Palo Alto;21-Feb;T3 3H A R2;E03;A;3h;R2;3;9.65;24.19;26.13;845;33.06;13.01;5.52;14.13260415;22.99097873;;;;;249.803
SC;Palo Alto;21-Feb;T3 3H A R2;E03;A;3h;R2;4;12.33;26.89;28.37;846;32.31;8.86;1.62;9.006886254;10.36174395;;;;;251.878
SC;Palo Alto;21-Feb;T3 3H A R2;E03;A;3h;R2;5;10.00;24.13;27.16;847;35.32;12.28;4.93;13.23266035;21.87377291;;;;;242.712
SC;Palo Alto;21-Feb;T3 3H A R2;E03;A;3h;R2;6;10.19;24.49;27.86;848;32.67;10.19;3.51;10.77757858;19.00654268;;;;;250.394
SC;Palo Alto;21-Feb;T3 3H A R2;E03;A;3h;R2;7;8.93;23.46;25.98;849;33.90;12.64;4.71;13.48902146;20.43673097;;;;;241.625
SC;Palo Alto;21-Feb;T3 3H A R2;E03;A;3h;R2;8;9.72;23.91;26.86;850;35.59;12.17;5.46;13.33868434;24.16311279;;;;;245.041
SC;Palo Alto;21-Feb;T3 3H A R2;E03;A;3h;R2;9;9.89;24.41;26.68;851;31.50;10.81;3.20;11.27369061;16.48992329;;;;;254.73
SC;Palo Alto;21-Feb;T3 3H A R2;E03;A;3h;R2;10;8.98;23.53;26.13;852;36.49;12.38;6.54;14.00128566;27.84621287;;;;;235.87
SC;Palo Alto;21-Feb;T3 3H A R3;E03;A;3h;R3;1;13.09;27.26;29.83;853;29.58;3.79;-0.07;3.790646383;358.9418869;17.50;3.56;5.55;0.83;299.073
SC;Palo Alto;21-Feb;T3 3H A R2;E03;A;3h;R2;2;15.06;28.98;29.27;854;32.34;7.39;1.06;7.465634601;8.162662938;;;;;281.578
SC;Palo Alto;21-Feb;T3 3H A R3;E03;A;3h;R3;3;14.88;28.60;29.14;855;30.14;8.25;1.75;8.433563897;11.97613244;;;;;271.365
SC;Palo Alto;21-Feb;T3 3H A R3;E03;A;3h;R3;4;16.37;30.30;30.18;856;31.61;9.70;3.34;10.25892782;19.00011697;;;;;269.347
SC;Palo Alto;21-Feb;T3 3H A R3;E03;A;3h;R3;5;15.49;28.42;30.92;857;32.65;11.06;4.11;11.79897029;20.38553948;;;;;281.627
SC;Palo Alto;21-Feb;T3 3H A R3;E03;A;3h;R3;6;14.05;27.36;29.04;858;31.66;9.18;2.73;9.577332614;16.56172087;;;;;291.684
SC;Palo Alto;21-Feb;T3 3H A R3;E03;A;3h;R3;7;13.58;26.60;29.11;859;30.96;9.93;3.37;10.48626721;18.74596025;;;;;295.171
SC;Palo Alto;21-Feb;T3 3H A R3;E03;A;3h;R3;8;8.70;23.35;26.15;860;35.16;12.64;5.85;13.92810468;24.83547609;;;;;285.65
SC;Palo Alto;21-Feb;T3 3H A R3;E03;A;3h;R3;9;12.80;25.75;30.37;861;31.76;8.01;2.42;8.367586271;16.81074;;;;;291.255
SC;Palo Alto;21-Feb;T3 3H A R3;E03;A;3h;R3;10;12.07;25.81;28.98;862;30.29;4.98;1.07;5.093652913;12.12618216;;;;;265.099
SC;Palo Alto;21-Feb;T3 3H A R4;E03;A;3h;R4;1;9.48;23.94;26.27;863;32.12;9.25;3.36;9.841346453;19.96321043;16.70;3.53;5.70;0.86;268.797
SC;Palo Alto;21-Feb;T3 3H A R4;E03;A;3h;R4;2;11.70;25.33;28.69;864;35.94;12.97;6.16;14.35849923;25.4050148;;;;;255.594
SC;Palo Alto;21-Feb;T3 3H A R4;E03;A;3h;R4;3;12.15;25.51;28.99;865;33.18;10.84;3.78;11.48015679;19.22409698;;;;;268.141
SC;Palo Alto;21-Feb;T3 3H A R4;E03;A;3h;R4;4;10.56;24.37;27.49;866;31.39;8.32;3.17;8.903443154;20.85732168;;;;;266.278
SC;Palo Alto;21-Feb;T3 3H A R4;E03;A;3h;R4;5;10.26;24.28;27.33;867;31.42;7.55;2.63;7.994960913;19.20549434;;;;;254.975
SC;Palo Alto;21-Feb;T3 3H A R4;E03;A;3h;R4;6;10.45;24.13;27.98;868;34.12;10.83;5.07;11.95800151;25.08636393;;;;;254.806
SC;Palo Alto;21-Feb;T3 3H A R4;E03;A;3h;R4;7;12.48;26.86;28.19;869;30.79;7.15;1.98;7.419090241;15.47863817;;;;;250.772
SC;Palo Alto;21-Feb;T3 3H A R4;E03;A;3h;R4;8;12.88;26.42;28.83;870;30.63;6.31;1.50;6.485838419;13.37203644;;;;;246.931
SC;Palo Alto;21-Feb;T3 3H A R4;E03;A;3h;R4;9;10.11;24.90;26.05;871;31.40;6.65;1.85;6.902535766;15.54632727;;;;;276.481
SC;Palo Alto;21-Feb;T3 3H A R4;E03;A;3h;R4;10;11.58;25.85;28.10;872;31.70;8.85;3.11;9.380543694;19.36210909;;;;;275.55
SC;Palo Alto;21-Feb;SC 18H V R1;E18;V;18h;R1;1;9.85;25.45;24.41;873;29.95;5.08;0.74;5.133614711;8.287941568;17.80;3.56;4.45;0.67;265.339
SC;Palo Alto;21-Feb;SC 18H V R1;E18;V;18h;R1;2;8.85;24.09;25.15;874;30.32;6.68;1.39;6.823085812;11.75458754;;;;;245.942
SC;Palo Alto;21-Feb;SC 18H V R1;E18;V;18h;R1;3;11.34;26.66;26.71;875;31.13;7.90;1.92;8.12996925;13.66020258;;;;;236.351
SC;Palo Alto;21-Feb;SC 18H V R1;E18;V;18h;R1;4;8.02;23.23;24.36;876;32.50;10.21;3.58;10.81945008;19.32253532;;;;;243.784
SC;Palo Alto;21-Feb;SC 18H V R1;E18;V;18h;R1;5;9.45;24.43;25.70;877;31.72;10.02;3.37;10.57153253;18.58919973;;;;;237.797
SC;Palo Alto;21-Feb;SC 18H V R1;E18;V;18h;R1;6;9.17;24.38;25.97;878;36.03;12.04;4.96;13.02164352;22.38970828;;;;;233.941
SC;Palo Alto;21-Feb;SC 18H V R1;E18;V;18h;R1;7;7.87;22.79;23.13;879;30.92;6.36;1.20;6.472217549;10.6849124;;;;;250.964
SC;Palo Alto;21-Feb;SC 18H V R1;E18;V;18h;R1;8;7.90;22.50;25.10;880;30.94;9.54;2.45;9.849573595;14.40306689;;;;;249.365
SC;Palo Alto;21-Feb;SC 18H V R1;E18;V;18h;R1;9;9.66;24.19;25.91;881;34.57;11.79;3.25;12.22974243;15.41126;;;;;236.809
SC;Palo Alto;21-Feb;SC 18H V R1;E18;V;18h;R1;10;8.12;23.41;24.39;882;32.89;9.46;3.30;10.01906183;19.23067238;;;;;268.515
SC;Palo Alto;21-Feb;SC 18H V R2;E18;V;18h;R2;1;12.41;26.16;29.19;883;29.62;5.37;1.08;5.477526814;11.37147464;18.80;3.50;5.75;0.86;265.106
SC;Palo Alto;21-Feb;SC 18H V R2;E18;V;18h;R2;2;8.57;23.56;24.36;;30.09;6.27;1.20;6.383799809;10.83467884;;;;;230.504
SC;Palo Alto;21-Feb;SC 18H V R2;E18;V;18h;R2;3;10.30;24.84;25.83;;32.16;10.03;3.49;10.61983992;19.18565461;;;;;239.449
SC;Palo Alto;21-Feb;SC 18H V R2;E18;V;18h;R2;4;10.52;25.26;25.52;;30.49;5.93;1.04;6.020506623;9.947337702;;;;;272.763
SC;Palo Alto;21-Feb;SC 18H V R2;E18;V;18h;R2;5;9.87;24.67;24.90;;31.12;8.66;2.23;8.942510833;14.44027536;;;;;256.507
SC;Palo Alto;21-Feb;SC 18H V R2;E18;V;18h;R2;6;9.17;23.76;26.22;;31.08;7.35;1.87;7.584154534;14.27444009;;;;;241.084
SC;Palo Alto;21-Feb;SC 18H V R2;E18;V;18h;R2;7;8.16;23.16;23.38;;30.41;6.09;1.30;6.227206436;12.04977386;;;;;237.791
SC;Palo Alto;21-Feb;SC 18H V R2;E18;V;18h;R2;8;7.79;22.26;23.57;;30.13;7.16;1.02;7.232288711;8.107694933;;;;;257.15
SC;Palo Alto;21-Feb;SC 18H V R2;E18;V;18h;R2;9;8.13;23.09;24.45;;31.28;8.00;1.94;8.231864916;13.63109444;;;;;253.982
SC;Palo Alto;21-Feb;SC 18H V R2;E18;V;18h;R2;10;10.22;24.53;26.66;;31.49;8.20;2.07;8.457239502;14.16769326;;;;;235.962
SC;Palo Alto;21-Feb;SC 18H V R3;E18;V;18h;R3;1;6.33;20.19;23.39;893;29.55;4.39;0.72;4.448651481;9.314107292;18.90;3.49;5.95;0.89;274.216
SC;Palo Alto;21-Feb;SC 18H V R3;E18;V;18h;R3;2;9.23;24.18;25.47;;31.31;7.90;2.10;8.174350127;14.88626685;;;;;246.996
SC;Palo Alto;21-Feb;SC 18H V R3;E18;V;18h;R3;3;9.80;24.26;26.71;;29.78;4.83;0.50;4.855810952;5.910188283;;;;;271.081
SC;Palo Alto;21-Feb;SC 18H V R3;E18;V;18h;R3;4;10.43;24.45;28.82;;31.08;9.03;2.88;9.478148553;17.68940018;;;;;251.887
SC;Palo Alto;21-Feb;SC 18H V R3;E18;V;18h;R3;5;10.73;25.20;27.15;;30.23;5.74;0.72;5.784980553;7.149585721;;;;;263.048
SC;Palo Alto;21-Feb;SC 18H V R3;E18;V;18h;R3;6;11.33;24.95;28.79;;30.20;6.47;1.19;6.578525671;10.42169698;;;;;257.764
SC;Palo Alto;21-Feb;SC 18H V R3;E18;V;18h;R3;7;13.07;27.22;28.28;;29.82;7.40;1.09;7.479846255;8.379259968;;;;;250.334
SC;Palo Alto;21-Feb;SC 18H V R3;E18;V;18h;R3;8;11.07;25.29;26.94;;31.10;8.03;1.68;8.203858848;11.81671912;;;;;243.38
SC;Palo Alto;21-Feb;SC 18H V R3;E18;V;18h;R3;9;9.67;23.76;26.16;;31.38;8.90;2.15;9.156008956;13.58092235;;;;;255.971
SC;Palo Alto;21-Feb;SC 18H V R3;E18;V;18h;R3;10;12.60;27.14;28.35;;30.28;7.67;1.21;7.764856728;8.964954443;;;;;214.606
SC;Palo Alto;21-Feb;SC 18H V R4;E18;V;18h;R4;1;7.97;22.86;23.46;903;34.30;8.95;3.88;9.754839824;23.43767503;17.50;3.50;5.55;0.83;245.627
SC;Palo Alto;21-Feb;SC 18H V R4;E18;V;18h;R4;2;8.67;24.43;24.25;;29.83;3.93;0.71;3.993619912;10.24068549;;;;;254.609
SC;Palo Alto;21-Feb;SC 18H V R4;E18;V;18h;R4;3;7.49;21.68;23.44;;30.37;4.69;0.94;4.783272938;11.33342398;;;;;244.857
SC;Palo Alto;21-Feb;SC 18H V R4;E18;V;18h;R4;4;9.29;24.18;25.54;;31.20;8.27;2.37;8.602894862;15.99113737;;;;;233.416
SC;Palo Alto;21-Feb;SC 18H V R4;E18;V;18h;R4;5;9.91;24.65;26.35;;30.45;5.00;1.13;5.126099882;12.73490675;;;;;226.333
SC;Palo Alto;21-Feb;SC 18H V R4;E18;V;18h;R4;6;10.27;24.75;26.87;;31.03;6.09;1.38;6.244397489;12.76766314;;;;;244.502
SC;Palo Alto;21-Feb;SC 18H V R4;E18;V;18h;R4;7;9.09;23.82;25.43;;31.34;6.67;1.80;6.908610569;15.10236911;;;;;251.098
SC;Palo Alto;21-Feb;SC 18H V R4;E18;V;18h;R4;8;9.58;24.24;26.53;;30.33;5.96;1.35;6.110981918;12.76270824;;;;;248.731
SC;Palo Alto;21-Feb;SC 18H V R4;E18;V;18h;R4;9;9.30;23.56;26.18;;30.90;5.73;1.33;5.882329471;13.06762361;;;;;251.661
SC;Palo Alto;21-Feb;SC 18H V R4;E18;V;18h;R4;10;8.76;23.37;24.85;;32.22;8.32;2.57;8.707887229;17.16561692;;;;;244.767
SC;Palo Alto;21-Feb;SC 18H A R1;E18;A;18h;R1;1;8.93;23.46;24.69;913;30.02;4.83;0.69;4.87903679;8.130102354;18.10;3.49;6.65;1.00;247.492
SC;Palo Alto;21-Feb;SC 18H A R1;E18;A;18h;R1;2;8.54;23.30;25.03;;30.35;6.61;1.57;6.793894318;13.36124409;;;;;260.873
SC;Palo Alto;21-Feb;SC 18H A R1;E18;A;18h;R1;3;9.09;23.56;24.95;;29.74;3.87;-0.25;3.878066529;356.303858;;;;;238.156
SC;Palo Alto;21-Feb;SC 18H A R1;E18;A;18h;R1;4;7.93;25.94;24.20;;30.27;3.20;0.31;3.21498056;5.533262291;;;;;247.362
SC;Palo Alto;21-Feb;SC 18H A R1;E18;A;18h;R1;5;10.46;25.00;25.30;;30.70;5.23;0.62;5.266621308;6.760681635;;;;;235.607
SC;Palo Alto;21-Feb;SC 18H A R1;E18;A;18h;R1;6;12.11;26.40;26.90;;31.33;8.74;1.44;8.857832692;9.355982724;;;;;240.061
SC;Palo Alto;21-Feb;SC 18H A R1;E18;A;18h;R1;7;9.83;24.95;25.40;;30.22;4.34;0.44;4.362247127;5.789008845;;;;;219.285
SC;Palo Alto;21-Feb;SC 18H A R1;E18;A;18h;R1;8;7.99;22.86;24.53;;30.25;3.58;0.32;3.594273223;5.107835856;;;;;256.674
SC;Palo Alto;21-Feb;SC 18H A R1;E18;A;18h;R1;9;6.21;21.21;22.26;;30.19;3.97;0.36;3.986289001;5.181416012;;;;;275.788
SC;Palo Alto;21-Feb;SC 18H A R1;E18;A;18h;R1;10;9.08;23.86;25.73;;32.04;5.91;1.50;6.097384685;14.24135875;;;;;244.811
SC;Palo Alto;21-Feb;SC 18H A R2;E18;A;18h;R2;1;7.88;22.13;24.52;923;29.89;3.47;0.04;3.47023054;0.660440829;19.10;3.66;4.80;0.72;241.262
SC;Palo Alto;21-Feb;SC 18H A R2;E18;A;18h;R2;2;8.80;23.13;25.56;;31.02;8.93;2.44;9.257348432;15.28226024;;;;;237.368
SC;Palo Alto;21-Feb;SC 18H A R2;E18;A;18h;R2;3;7.82;22.65;23.08;;31.14;7.24;2.04;7.52191465;15.7361354;;;;;242.063
SC;Palo Alto;21-Feb;SC 18H A R2;E18;A;18h;R2;4;8.26;22.43;24.44;;31.44;8.41;2.04;8.653883521;13.63479418;;;;;242.764
SC;Palo Alto;21-Feb;SC 18H A R2;E18;A;18h;R2;5;8.23;22.70;24.67;;30.31;5.39;1.42;5.57391245;14.75925888;;;;;263.436
SC;Palo Alto;21-Feb;SC 18H A R2;E18;A;18h;R2;6;8.67;23.33;24.83;;31.59;8.11;2.13;8.385046213;14.71573922;;;;;231.691
SC;Palo Alto;21-Feb;SC 18H A R2;E18;A;18h;R2;7;8.49;23.06;24.26;;30.92;7.25;1.71;7.448932809;13.27135014;;;;;236.225
SC;Palo Alto;21-Feb;SC 18H A R2;E18;A;18h;R2;8;8.17;22.59;24.65;;30.08;8.47;1.65;8.629217809;11.02345596;;;;;229.383
SC;Palo Alto;21-Feb;SC 18H A R2;E18;A;18h;R2;9;10.63;25.49;25.85;;30.29;5.64;1.14;5.754059437;11.42710159;;;;;231.853
SC;Palo Alto;21-Feb;SC 18H A R2;E18;A;18h;R2;10;8.72;23.21;25.25;;30.56;4.49;0.68;4.541200282;8.611868031;;;;;236.572
SC;Palo Alto;21-Feb;SC 18H A R3;E18;A;18h;R3;1;7.56;22.05;23.22;934;32.45;8.96;2.28;9.245539465;14.27672801;17.70;3.53;5.25;0.79;237.718
SC;Palo Alto;21-Feb;SC 18H A R3;E18;A;18h;R3;2;7.78;22.70;24.21;;30.38;10.11;3.42;10.67279251;18.68959506;;;;;230.601
SC;Palo Alto;21-Feb;SC 18H A R3;E18;A;18h;R3;3;8.42;22.66;24.77;;33.53;9.97;3.33;10.51141285;18.46942281;;;;;259.376
SC;Palo Alto;21-Feb;SC 18H A R3;E18;A;18h;R3;4;8.73;23.06;26.00;;32.40;7.72;2.18;8.021895038;15.76879988;;;;;237.338
SC;Palo Alto;21-Feb;SC 18H A R3;E18;A;18h;R3;5;7.94;21.80;25.61;;32.79;9.45;2.69;9.825405844;15.88932567;;;;;233.819
SC;Palo Alto;21-Feb;SC 18H A R3;E18;A;18h;R3;6;8.10;22.50;23.77;;32.75;9.13;2.73;9.529417611;16.64741371;;;;;235.674
SC;Palo Alto;21-Feb;SC 18H A R3;E18;A;18h;R3;7;10.49;25.16;25.74;;32.63;9.41;2.71;9.79245628;16.06595074;;;;;238.687
SC;Palo Alto;21-Feb;SC 18H A R3;E18;A;18h;R3;8;8.50;23.43;24.49;;36.18;11.35;5.10;12.44317082;24.19625259;;;;;227.553
SC;Palo Alto;21-Feb;SC 18H A R3;E18;A;18h;R3;9;7.73;22.10;24.53;;31.91;8.39;2.11;8.651254244;14.1165571;;;;;260.085
SC;Palo Alto;21-Feb;SC 18H A R3;E18;A;18h;R3;10;10.43;24.48;26.13;;33.05;9.69;3.57;10.32671293;20.22485943;;;;;238.226
SC;Palo Alto;21-Feb;SC 18H A R4;E18;A;18h;R4;1;7.68;22.04;24.45;944;32.74;10.16;3.62;10.7856386;19.61094335;16.50;3.49;5.85;0.88;251
SC;Palo Alto;21-Feb;SC 18H A R4;E18;A;18h;R4;2;8.11;23.46;23.46;;31.25;7.06;1.42;7.201388755;11.37234615;;;;;214
SC;Palo Alto;21-Feb;SC 18H A R4;E18;A;18h;R4;3;9.69;24.64;24.97;;34.53;9.47;3.88;10.23402658;22.27964296;;;;;219
SC;Palo Alto;21-Feb;SC 18H A R4;E18;A;18h;R4;4;8.47;22.37;24.83;;35.53;9.89;4.61;10.91165432;24.9915161;;;;;221
SC;Palo Alto;21-Feb;SC 18H A R4;E18;A;18h;R4;5;8.32;23.36;23.86;;41.68;4.30;7.64;8.766960705;60.62800617;;;;;243
SC;Palo Alto;21-Feb;SC 18H A R4;E18;A;18h;R4;6;6.59;21.27;23.65;;41.14;5.11;8.69;10.08108129;59.54310002;;;;;243
SC;Palo Alto;21-Feb;SC 18H A R4;E18;A;18h;R4;7;9.30;24.05;24.88;;34.62;9.28;4.23;10.19859304;24.50439825;;;;;237
SC;Palo Alto;21-Feb;SC 18H A R4;E18;A;18h;R4;8;7.82;22.51;24.39;;33.79;9.86;3.48;10.4560987;19.44003483;;;;;253
SC;Palo Alto;21-Feb;SC 18H A R4;E18;A;18h;R4;9;7.01;21.16;24.19;;35.92;8.74;5.20;10.16993609;30.75119306;;;;;255
SC;Palo Alto;21-Feb;SC 18H A R4;E18;A;18h;R4;10;6.43;21.49;22.37;;34.73;9.97;3.80;10.66962511;20.8640165;;;;;232
SC;Walpon;26-Feb;T0 V R1;E00;V;0h;R1;1;7.10;21.31;24.03;1(1-39);409.89;19.62276508;1.815827358;19.70660139;5.28691015;19;3.54;3.95;0.59;231.534
SC;Walpon;26-Feb;T0 V R1;E00;V;0h;R1;2;7.25;21.31;25.29;1(1-39);420.39;17.78799529;-1.047531212;17.81881304;356.6297563;;;;;242.754
SC;Walpon;26-Feb;T0 V R1;E00;V;0h;R1;3;8.46;23.25;25.62;1(1-39);449.78;18.45316593;-19.48096039;26.83332165;313.4479969;;;;;222.954
SC;Walpon;26-Feb;T0 V R1;E00;V;0h;R1;4;7.46;21.61;24.81;1(1-39);417.08;33.08752511;2.508128004;33.18245054;4.334891991;;;;;229.818
